Accession,Release_Date,Species,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW064315,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: AL,AL,Homo sapiens,,2020-03-23
MW064316,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: AR,AR,Homo sapiens,,2020-03-23
MW064317,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: AZ,AZ,Homo sapiens,,2020-03-19
MW064318,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064319,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064320,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064321,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064322,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064323,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064324,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064325,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: FL,FL,Homo sapiens,,2020-03-17
MW064326,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: FL,FL,Homo sapiens,,2020-03-18
MW064327,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: FL,FL,Homo sapiens,,2020-03-19
MW064328,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: IL,IL,Homo sapiens,,2020-03-19
MW064329,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: IL,IL,Homo sapiens,,2020-03-19
MW064331,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: IL,IL,Homo sapiens,,2020-03-18
MW064333,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: IL,IL,Homo sapiens,,2020-03-19
MW064334,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-17
MW064335,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-17
MW064336,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064337,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-20
MW064338,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064339,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064340,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064341,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064342,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064343,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064344,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064345,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064346,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064347,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064348,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064349,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064350,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064351,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064352,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064353,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064354,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064355,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064356,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064357,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064358,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064359,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064360,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064361,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064362,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064363,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064364,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064365,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064366,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-21
MW064367,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064368,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064369,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064370,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-20
MW064371,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064372,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064373,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064374,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064375,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-19
MW064376,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-18
MW064377,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064378,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064379,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064380,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064381,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064382,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064383,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064385,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064386,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064387,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064388,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064389,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064390,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064391,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064392,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064393,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064394,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064395,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064396,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064397,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064398,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064399,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064400,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064401,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064402,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064403,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064404,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064405,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064406,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064407,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064408,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064409,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064410,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064411,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064412,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064413,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064414,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064415,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064416,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064417,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064418,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064419,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064420,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064421,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064422,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064423,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064424,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064425,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-20
MW064426,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064427,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064428,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064429,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064430,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064432,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-22
MW064433,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064434,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064435,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064436,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064437,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064438,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064439,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064440,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064441,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064442,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064443,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-23
MW064444,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064445,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064446,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,MI,Homo sapiens,,2020-03-24
MW064447,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: TX,TX,Homo sapiens,,2020-03-18
MW064448,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: TX,TX,Homo sapiens,,2020-03-18
MW064449,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: TX,TX,Homo sapiens,,2020-03-23
MW064450,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: WA,WA,Homo sapiens,,2020-03-18
MW064451,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: WA,WA,Homo sapiens,,2020-03-20
MW064452,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: WA,WA,Homo sapiens,,2020-03-20
MW064453,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: AL,AL,Homo sapiens,,2020-03-22
MW064454,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-18
MW064455,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-16
MW064456,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064457,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064458,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-20
MW064459,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-22
MW064460,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064461,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064462,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-22
MW064463,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064464,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-22
MW064465,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-21
MW064466,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-22
MW064467,2020-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,2020-03-22
